red,blue,score 
"['[U:1:135658177]', '[U:1:1007792924]', '[U:1:156276611]', '[U:1:73086130]', '[U:1:164800184]', '[U:1:919085644]']","['[U:1:157537683]', '[U:1:485271219]', '[U:1:352052370]', '[U:1:317981219]', '[U:1:229064914]', '[U:1:161368092]', '[U:1:428241817]']","[1, 5]"
"['[U:1:126026207]', '[U:1:156440371]', '[U:1:368644786]', '[U:1:404440631]', '[U:1:98528050]', '[U:1:219622414]']","['[U:1:919085644]', '[U:1:121079858]', '[U:1:409701962]', '[U:1:317981219]', '[U:1:364354456]', '[U:1:1278657853]']","[3, 3]"
"['[U:1:317981219]', '[U:1:156440371]', '[U:1:219622414]', '[U:1:111108773]', '[U:1:125098066]', '[U:1:238849269]', '[U:1:166359895]']","['[U:1:98528050]', '[U:1:162545960]', '[U:1:919085644]', '[U:1:402718118]', '[U:1:121079858]', '[U:1:105376663]']","[1, 2]"
"['[U:1:1124816254]', '[U:1:73086130]', '[U:1:84437700]', '[U:1:125098066]', '[U:1:402718118]', '[U:1:121079858]']","['[U:1:921741768]', '[U:1:1015184902]', '[U:1:238849269]', '[U:1:1069849161]', '[U:1:919085644]', '[U:1:156276611]', '[U:1:166359895]', '[U:1:260352292]']","[2, 1]"
"['[U:1:1125086860]', '[U:1:1191242857]', '[U:1:121079858]', '[U:1:1128930437]', '[U:1:182383884]', '[U:1:1345390907]']","['[U:1:317981219]', '[U:1:171265918]', '[U:1:426690057]', '[U:1:134897713]', '[U:1:402718118]', '[U:1:489591700]']","[0, 4]"
"['[U:1:1125086860]', '[U:1:134897713]', '[U:1:402718118]', '[U:1:121079858]', '[U:1:1278657853]', '[U:1:155227384]']","['[U:1:171265918]', '[U:1:426690057]', '[U:1:1191242857]', '[U:1:229398251]', '[U:1:1345390907]', '[U:1:489591700]', '[U:1:164800184]', '[U:1:116428232]']","[5, 0]"
"['[U:1:317981219]', '[U:1:188567767]', '[U:1:236732279]', '[U:1:134897713]', '[U:1:1052789333]', '[U:1:1278657853]']","['[U:1:116428232]', '[U:1:81079996]', '[U:1:402718118]', '[U:1:1345390907]', '[U:1:108814174]', '[U:1:340622428]']","[1, 2]"
"['[U:1:1015184902]', '[U:1:121079858]', '[U:1:84980776]', '[U:1:409701962]', '[U:1:919085644]', '[U:1:884264348]']","['[U:1:171265918]', '[U:1:155227384]', '[U:1:1125086860]', '[U:1:428241817]', '[U:1:426690057]', '[U:1:164800184]']","[2, 0]"
"['[U:1:188567767]', '[U:1:296417871]', '[U:1:402718118]', '[U:1:884264348]', '[U:1:1125086860]', '[U:1:156440371]']","['[U:1:317981219]', '[U:1:81079996]', '[U:1:368644786]', '[U:1:171265918]', '[U:1:84980776]', '[U:1:108814174]']","[1, 5]"
"['[U:1:229064914]', '[U:1:350058571]', '[U:1:35693711]', '[U:1:81079996]', '[U:1:921741768]', '[U:1:73086130]']","['[U:1:428241817]', '[U:1:52815207]', '[U:1:164800184]', '[U:1:377439446]', '[U:1:402718118]', '[U:1:1258031600]']","[2, 2]"
"['[U:1:98528050]', '[U:1:1050919710]', '[U:1:229064914]', '[U:1:84980776]', '[U:1:1135934388]', '[U:1:476310171]', '[U:1:1047583482]']","['[U:1:317981219]', '[U:1:134897713]', '[U:1:908952969]', '[U:1:485271219]', '[U:1:1268599460]', '[U:1:489591700]']","[3, 2]"
"['[U:1:317981219]', '[U:1:1050919710]', '[U:1:908952969]', '[U:1:485271219]', '[U:1:1268599460]', '[U:1:1047583482]']","['[U:1:134897713]', '[U:1:98528050]', '[U:1:919085644]', '[U:1:489591700]', '[U:1:171265918]', '[U:1:476310171]']","[3, 2]"
"['[U:1:317981219]', '[U:1:1268599460]', '[U:1:485271219]', '[U:1:60959017]', '[U:1:229064914]', '[U:1:486017495]']","['[U:1:134897713]', '[U:1:238849269]', '[U:1:908952969]', '[U:1:919085644]', '[U:1:489591700]', '[U:1:171265918]']","[1, 3]"
"['[U:1:340910509]', '[U:1:275885026]', '[U:1:919085644]', '[U:1:35693711]', '[U:1:260352292]', '[U:1:1278657853]']","['[U:1:317981219]', '[U:1:315920596]', '[U:1:393852362]', '[U:1:377439446]', '[U:1:1007792924]', '[U:1:84980776]']","[3, 0]"
"['[U:1:122217817]', '[U:1:1007792924]', '[U:1:98534751]', '[U:1:162401190]', '[U:1:908952969]', '[U:1:1050919710]']","['[U:1:340910509]', '[U:1:100621014]', '[U:1:904306638]', '[U:1:438002921]', '[U:1:129808893]', '[U:1:296417871]']","[5, 0]"
"['[U:1:340910509]', '[U:1:409701962]', '[U:1:892993531]', '[U:1:919085644]', '[U:1:162401190]', '[U:1:1278657853]', '[U:1:84980776]', '[U:1:1007792924]']","['[U:1:978148563]', '[U:1:377439446]', '[U:1:98534751]', '[U:1:275885026]', '[U:1:315920596]', '[U:1:317981219]']","[1, 3]"
"['[U:1:229398251]', '[U:1:100621014]', '[U:1:1007792924]', '[U:1:438002921]', '[U:1:162401190]', '[U:1:1258031600]', '[U:1:1278657853]']","['[U:1:129808893]', '[U:1:122217817]', '[U:1:183047241]', '[U:1:485271219]', '[U:1:908952969]', '[U:1:1241493147]']","[0, 3]"
"['[U:1:100621014]', '[U:1:1007792924]', '[U:1:409701962]', '[U:1:485271219]', '[U:1:103352915]', '[U:1:978148563]']","['[U:1:908952969]', '[U:1:229398251]', '[U:1:851268526]', '[U:1:340910509]', '[U:1:162401190]', '[U:1:98534751]']","[2, 2]"
"['[U:1:1258031600]', '[U:1:340910509]', '[U:1:156276611]', '[U:1:60959017]', '[U:1:1241493147]', '[U:1:904306638]']","['[U:1:908952969]', '[U:1:1007792924]', '[U:1:1280960540]', '[U:1:162401190]', '[U:1:1050919710]', '[U:1:123709328]']","[2, 2]"
"['[U:1:908952969]', '[U:1:184444257]', '[U:1:1128930437]', '[U:1:229064914]', '[U:1:1007792924]', '[U:1:919085644]']","['[U:1:377439446]', '[U:1:1278657853]', '[U:1:129425951]', '[U:1:317981219]', '[U:1:485271219]', '[U:1:1241493147]']","[2, 2]"
"['[U:1:317981219]', '[U:1:156276611]', '[U:1:1007792924]', '[U:1:485271219]', '[U:1:892993531]', '[U:1:438002921]']","['[U:1:908952969]', '[U:1:377439446]', '[U:1:142158386]', '[U:1:229064914]', '[U:1:1278657853]', '[U:1:487334809]']","[3, 4]"
"['[U:1:404440631]', '[U:1:377439446]', '[U:1:1114199112]', '[U:1:485271219]', '[U:1:123709328]', '[U:1:402718118]']","['[U:1:156440371]', '[U:1:142158386]', '[U:1:491032753]', '[U:1:1278657853]', '[U:1:487334809]', '[U:1:486017495]']","[0, 1]"
"['[U:1:921741768]', '[U:1:402718118]', '[U:1:377439446]', '[U:1:978148563]', '[U:1:1052789333]', '[U:1:142158386]']","['[U:1:487334809]', '[U:1:491032753]', '[U:1:404440631]', '[U:1:249346279]', '[U:1:908952969]', '[U:1:1278657853]']","[3, 5]"
"['[U:1:98528050]', '[U:1:893485704]', '[U:1:1125086860]', '[U:1:116428232]', '[U:1:108814174]', '[U:1:428241817]']","['[U:1:317981219]', '[U:1:842830053]', '[U:1:404440631]', '[U:1:260352292]', '[U:1:919085644]', '[U:1:312640561]']","[2, 3]"
"['[U:1:81943557]', '[U:1:1124816254]', '[U:1:485271219]', '[U:1:919085644]', '[U:1:149518001]', '[U:1:1052789333]']","['[U:1:98528050]', '[U:1:317981219]', '[U:1:1125086860]', '[U:1:312640561]', '[U:1:921741768]', '[U:1:35693711]']","[1, 3]"
"['[U:1:162338051]', '[U:1:156440371]', '[U:1:409701962]', '[U:1:485271219]', '[U:1:368644786]', '[U:1:921741768]']","['[U:1:123709328]', '[U:1:426690057]', '[U:1:81943557]', '[U:1:1229126044]', '[U:1:1052789333]', '[U:1:35693711]']","[1, 3]"
"['[U:1:123709328]', '[U:1:73086130]', '[U:1:276860114]', '[U:1:35693711]', '[U:1:428241817]', '[U:1:409701962]']","['[U:1:426690057]', '[U:1:486017495]', '[U:1:81943557]', '[U:1:908952969]', '[U:1:126026207]', '[U:1:485271219]', '[U:1:893485704]']","[2, 5]"
"['[U:1:129808893]', '[U:1:1268599460]', '[U:1:426690057]', '[U:1:1128930437]', '[U:1:302544351]', '[U:1:155227384]']","['[U:1:260352292]', '[U:1:296417871]', '[U:1:339796637]', '[U:1:1278657853]', '[U:1:98534751]', '[U:1:1047583482]']","[4, 3]"
"['[U:1:1125086860]', '[U:1:125098066]', '[U:1:188596904]', '[U:1:98534751]', '[U:1:339796637]', '[U:1:238849269]']","['[U:1:129808893]', '[U:1:1124816254]', '[U:1:1268599460]', '[U:1:155227384]', '[U:1:133515365]', '[U:1:1278657853]']","[2, 2]"
"['[U:1:1124816254]', '[U:1:426690057]', '[U:1:1007792924]', '[U:1:368644786]', '[U:1:296417871]', '[U:1:339796637]']","['[U:1:129808893]', '[U:1:1268599460]', '[U:1:1125086860]', '[U:1:188596904]', '[U:1:229064914]', '[U:1:1047583482]']","[2, 2]"
"['[U:1:155227384]', '[U:1:125098066]', '[U:1:1052789333]', '[U:1:486017495]', '[U:1:164800184]', '[U:1:339796637]']","['[U:1:238849269]', '[U:1:404440631]', '[U:1:1125086860]', '[U:1:98534751]', '[U:1:978148563]', '[U:1:1124816254]']","[0, 5]"
"['[U:1:404440631]', '[U:1:98534751]', '[U:1:125098066]', '[U:1:1052789333]', '[U:1:1124816254]', '[U:1:134897713]']","['[U:1:426690057]', '[U:1:1125086860]', '[U:1:1291317864]', '[U:1:486017495]', '[U:1:978148563]', '[U:1:296417871]', '[U:1:188596904]', '[U:1:1280960540]']","[4, 4]"
"['[U:1:404440631]', '[U:1:1191242857]', '[U:1:1052789333]', '[U:1:1291317864]', '[U:1:125098066]', '[U:1:134897713]']","['[U:1:908952969]', '[U:1:170311598]', '[U:1:162545960]', '[U:1:1128930437]', '[U:1:296417871]', '[U:1:188596904]']","[5, 0]"
"['[U:1:209647313]', '[U:1:1280960540]', '[U:1:1047583482]', '[U:1:1007792924]', '[U:1:908952969]', '[U:1:302544351]', '[U:1:921741768]']","['[U:1:1241493147]', '[U:1:44079783]', '[U:1:836155584]', '[U:1:486017495]', '[U:1:125098066]', '[U:1:861750819]']","[1, 2]"
"['[U:1:921741768]', '[U:1:438002921]', '[U:1:175287549]', '[U:1:908952969]', '[U:1:339796637]', '[U:1:914486159]']","['[U:1:1050919710]', '[U:1:1241493147]', '[U:1:861750819]', '[U:1:1114199112]', '[U:1:98534751]', '[U:1:1278657853]']","[3, 4]"
"['[U:1:1128930437]', '[U:1:1278657853]', '[U:1:1114199112]', '[U:1:162401190]', '[U:1:409701962]', '[U:1:73086130]', '[U:1:1268599460]']","['[U:1:1241493147]', '[U:1:1280960540]', '[U:1:340910509]', '[U:1:188596904]', '[U:1:377439446]', '[U:1:229064914]']","[1, 2]"
"['[U:1:170311598]', '[U:1:904306638]', '[U:1:377439446]', '[U:1:188596904]', '[U:1:73086130]', '[U:1:409701962]', '[U:1:1280960540]']","['[U:1:139248838]', '[U:1:129425951]', '[U:1:1291317864]', '[U:1:1114199112]', '[U:1:162401190]', '[U:1:1241493147]']","[1, 5]"
"['[U:1:1125086860]', '[U:1:134897713]', '[U:1:125098066]', '[U:1:1278657853]', '[U:1:102346090]', '[U:1:139248838]', '[U:1:188567767]']","['[U:1:1241493147]', '[U:1:377439446]', '[U:1:486017495]', '[U:1:910882578]', '[U:1:78335814]', '[U:1:489591700]']","[2, 3]"
"['[U:1:1241493147]', '[U:1:156440371]', '[U:1:125098066]', '[U:1:489591700]', '[U:1:1278657853]', '[U:1:989144808]']","['[U:1:1125086860]', '[U:1:377439446]', '[U:1:402718118]', '[U:1:134897713]', '[U:1:910882578]', '[U:1:117579832]']","[1, 4]"
"['[U:1:377439446]', '[U:1:1162104086]', '[U:1:84980776]', '[U:1:188596904]', '[U:1:296417871]', '[U:1:135318464]', '[U:1:489591700]']","['[U:1:908952969]', '[U:1:921741768]', '[U:1:122217817]', '[U:1:80969486]', '[U:1:919085644]', '[U:1:1112981307]']","[2, 2]"
"['[U:1:1280960540]', '[U:1:489591700]', '[U:1:80969486]', '[U:1:188596904]', '[U:1:1112981307]', '[U:1:133515365]']","['[U:1:908952969]', '[U:1:377439446]', '[U:1:122217817]', '[U:1:135318464]', '[U:1:296417871]', '[U:1:409701962]']","[2, 4]"
"['[U:1:468494252]', '[U:1:489591700]', '[U:1:84980776]', '[U:1:117579832]', '[U:1:494260720]', '[U:1:409701962]']","['[U:1:1258031600]', '[U:1:80969486]', '[U:1:188596904]', '[U:1:1229126044]', '[U:1:393852362]', '[U:1:919085644]']","[1, 3]"
"['[U:1:468494252]', '[U:1:1258031600]', '[U:1:989144808]', '[U:1:1203006976]', '[U:1:117579832]', '[U:1:409701962]']","['[U:1:1050919710]', '[U:1:377439446]', '[U:1:80969486]', '[U:1:162338051]', '[U:1:188596904]', '[U:1:494260720]']","[2, 2]"
"['[U:1:273322196]', '[U:1:249346279]', '[U:1:188596904]', '[U:1:342061447]', '[U:1:921741768]', '[U:1:1145998696]']","['[U:1:170311598]', '[U:1:121585718]', '[U:1:1258031600]', '[U:1:121079858]', '[U:1:52815207]', '[U:1:409701962]']","[0, 5]"
"['[U:1:170311598]', '[U:1:342061447]', '[U:1:1191242857]', '[U:1:109612386]', '[U:1:156440371]', '[U:1:908952969]']","['[U:1:94683089]', '[U:1:188596904]', '[U:1:121585718]', '[U:1:921741768]', '[U:1:1145998696]', '[U:1:402718118]', '[U:1:409701962]']","[5, 2]"
"['[U:1:273322196]', '[U:1:249346279]', '[U:1:170311598]', '[U:1:921741768]', '[U:1:409701962]', '[U:1:908952969]']","['[U:1:188596904]', '[U:1:342061447]', '[U:1:1258031600]', '[U:1:121079858]', '[U:1:1145998696]', '[U:1:156440371]']","[4, 2]"
"['[U:1:249346279]', '[U:1:260352292]', '[U:1:921741768]', '[U:1:377439446]', '[U:1:884091128]', '[U:1:908952969]']","['[U:1:94683089]', '[U:1:342061447]', '[U:1:402718118]', '[U:1:273322196]', '[U:1:95707166]', '[U:1:103352915]']","[1, 5]"
"['[U:1:156440371]', '[U:1:188596904]', '[U:1:377439446]', '[U:1:171265918]', '[U:1:155227384]', '[U:1:978148563]']","['[U:1:129808893]', '[U:1:1280960540]', '[U:1:438002921]', '[U:1:439998984]', '[U:1:494260720]', '[U:1:815464669]']","[2, 1]"
"['[U:1:129808893]', '[U:1:1323640]', '[U:1:273322196]', '[U:1:156276611]', '[U:1:117579832]', '[U:1:1278657853]']","['[U:1:156440371]', '[U:1:188596904]', '[U:1:409701962]', '[U:1:1280960540]', '[U:1:494260720]', '[U:1:73086130]']","[1, 4]"
"['[U:1:129808893]', '[U:1:109612386]', '[U:1:155227384]', '[U:1:156276611]', '[U:1:73086130]', '[U:1:117579832]']","['[U:1:156440371]', '[U:1:188596904]', '[U:1:409701962]', '[U:1:919085644]', '[U:1:95707166]', '[U:1:273322196]']","[0, 5]"
"['[U:1:273322196]', '[U:1:409701962]', '[U:1:95707166]', '[U:1:1258031600]', '[U:1:489591700]', '[U:1:156276611]']","['[U:1:275885026]', '[U:1:188596904]', '[U:1:109612386]', '[U:1:155227384]', '[U:1:116428232]', '[U:1:117579832]']","[5, 0]"
"['[U:1:275885026]', '[U:1:188596904]', '[U:1:84980776]', '[U:1:95707166]', '[U:1:73086130]', '[U:1:116428232]']","['[U:1:919085644]', '[U:1:409701962]', '[U:1:109612386]', '[U:1:155227384]', '[U:1:1258031600]', '[U:1:489591700]']","[1, 2]"
"['[U:1:377439446]', '[U:1:409701962]', '[U:1:96015935]', '[U:1:1047583482]', '[U:1:402718118]', '[U:1:116428232]']","['[U:1:275885026]', '[U:1:188596904]', '[U:1:861750819]', '[U:1:155227384]', '[U:1:95707166]', '[U:1:1258031600]']","[0, 4]"
"['[U:1:476310171]', '[U:1:1052789333]', '[U:1:150597945]', '[U:1:1191242857]', '[U:1:105013257]', '[U:1:73086130]']","['[U:1:404440631]', '[U:1:130663236]', '[U:1:249346279]', '[U:1:1278657853]', '[U:1:123449569]', '[U:1:919085644]']","[5, 0]"
"['[U:1:404440631]', '[U:1:130663236]', '[U:1:1052789333]', '[U:1:150597945]', '[U:1:1191242857]', '[U:1:1047583482]']","['[U:1:476310171]', '[U:1:249346279]', '[U:1:861750819]', '[U:1:123449569]', '[U:1:105013257]', '[U:1:73086130]']","[4, 2]"
"['[U:1:377439446]', '[U:1:98528050]', '[U:1:155227384]', '[U:1:134897713]', '[U:1:187649286]', '[U:1:1114199112]']","['[U:1:439998984]', '[U:1:95707166]', '[U:1:842830053]', '[U:1:121585718]', '[U:1:483032880]', '[U:1:1112981307]']","[2, 3]"
"['[U:1:1006223251]', '[U:1:1191242857]', '[U:1:489591700]', '[U:1:97033636]', '[U:1:229064914]', '[U:1:1278657853]']","['[U:1:1041041942]', '[U:1:1052789333]', '[U:1:1050919710]', '[U:1:815464669]', '[U:1:117579832]', '[U:1:1068421224]']","[5, 0]"
"['[U:1:98528050]', '[U:1:95707166]', '[U:1:73086130]', '[U:1:842830053]', '[U:1:121585718]', '[U:1:187649286]']","['[U:1:439998984]', '[U:1:273322196]', '[U:1:155227384]', '[U:1:134897713]', '[U:1:919085644]', '[U:1:1114199112]']","[2, 4]"
"['[U:1:815464669]', '[U:1:1278657853]', '[U:1:116428232]', '[U:1:130301058]', '[U:1:489591700]', '[U:1:229064914]']","['[U:1:156440371]', '[U:1:1191242857]', '[U:1:404440631]', '[U:1:1241493147]', '[U:1:249346279]', '[U:1:97033636]']","[0, 5]"
"['[U:1:439998984]', '[U:1:273322196]', '[U:1:73086130]', '[U:1:121585718]', '[U:1:919085644]', '[U:1:187649286]']","['[U:1:1041041942]', '[U:1:155227384]', '[U:1:95707166]', '[U:1:842830053]', '[U:1:1229126044]', '[U:1:117579832]']","[5, 1]"
"['[U:1:439998984]', '[U:1:273322196]', '[U:1:73086130]', '[U:1:121585718]', '[U:1:919085644]', '[U:1:187649286]']","['[U:1:1041041942]', '[U:1:155227384]', '[U:1:95707166]', '[U:1:842830053]', '[U:1:1229126044]', '[U:1:117579832]']","[5, 1]"
"['[U:1:155227384]', '[U:1:116428232]', '[U:1:121585718]', '[U:1:95707166]', '[U:1:97033636]', '[U:1:130301058]']","['[U:1:171265918]', '[U:1:130663236]', '[U:1:140212037]', '[U:1:404440631]', '[U:1:249346279]', '[U:1:1041041942]']","[2, 1]"
"['[U:1:117579832]', '[U:1:109612386]', '[U:1:317981219]', '[U:1:914486159]', '[U:1:489591700]', '[U:1:275885026]']","['[U:1:238849269]', '[U:1:84980776]', '[U:1:95707166]', '[U:1:1278657853]', '[U:1:919085644]', '[U:1:126026207]']","[0, 5]"
"['[U:1:1203006976]', '[U:1:1280960540]', '[U:1:861750819]', '[U:1:162401190]', '[U:1:873952590]', '[U:1:409701962]']","['[U:1:908952969]', '[U:1:1052789333]', '[U:1:350995215]', '[U:1:377439446]', '[U:1:1323640]', '[U:1:404440631]', '[U:1:855379221]']","[4, 0]"
"['[U:1:317981219]', '[U:1:489591700]', '[U:1:117579832]', '[U:1:95707166]', '[U:1:1112981307]', '[U:1:914486159]']","['[U:1:340910509]', '[U:1:1241493147]', '[U:1:855379221]', '[U:1:919085644]', '[U:1:275885026]', '[U:1:238849269]', '[U:1:350995215]']","[1, 5]"
"['[U:1:155227384]', '[U:1:95707166]', '[U:1:60959017]', '[U:1:1241493147]', '[U:1:855379221]', '[U:1:914486159]']","['[U:1:350995215]', '[U:1:238849269]', '[U:1:1052789333]', '[U:1:908952969]', '[U:1:125098066]', '[U:1:409701962]']","[0, 5]"
"['[U:1:162338051]', '[U:1:1052789333]', '[U:1:489591700]', '[U:1:155227384]', '[U:1:908952969]', '[U:1:125098066]']","['[U:1:377439446]', '[U:1:60959017]', '[U:1:80969486]', '[U:1:275885026]', '[U:1:317981219]', '[U:1:409701962]']","[5, 0]"
"['[U:1:315920596]', '[U:1:187649286]', '[U:1:486017495]', '[U:1:1258031600]', '[U:1:1112981307]', '[U:1:214421545]']","['[U:1:317981219]', '[U:1:377439446]', '[U:1:1216981927]', '[U:1:489591700]', '[U:1:84980776]', '[U:1:1278657853]']","[1, 1]"
"['[U:1:315920596]', '[U:1:377439446]', '[U:1:219622414]', '[U:1:892993531]', '[U:1:1050919710]', '[U:1:161368092]']","['[U:1:402718118]', '[U:1:187649286]', '[U:1:164800184]', '[U:1:1278657853]', '[U:1:156440371]', '[U:1:288196026]']","[5, 0]"
"['[U:1:275885026]', '[U:1:214421545]', '[U:1:155227384]', '[U:1:162338051]', '[U:1:273322196]', '[U:1:121585718]']","['[U:1:317981219]', '[U:1:187649286]', '[U:1:340910509]', '[U:1:117579832]', '[U:1:84980776]', '[U:1:162545960]']","[5, 0]"
"['[U:1:187649286]', '[U:1:275885026]', '[U:1:340910509]', '[U:1:155227384]', '[U:1:185493316]', '[U:1:156440371]']","['[U:1:317981219]', '[U:1:273322196]', '[U:1:117579832]', '[U:1:121585718]', '[U:1:162545960]', '[U:1:402718118]']","[3, 3]"
"['[U:1:134897713]', '[U:1:214421545]', '[U:1:185493316]', '[U:1:121585718]', '[U:1:873952590]', '[U:1:402718118]']","['[U:1:187649286]', '[U:1:60959017]', '[U:1:155227384]', '[U:1:273322196]', '[U:1:978148563]', '[U:1:166359895]']","[4, 2]"
"['[U:1:104803329]', '[U:1:187649286]', '[U:1:171265918]', '[U:1:84980776]', '[U:1:486017495]', '[U:1:184444257]']","['[U:1:155227384]', '[U:1:978148563]', '[U:1:60959017]', '[U:1:1191242857]', '[U:1:249346279]', '[U:1:135318464]']","[5, 3]"
"['[U:1:104803329]', '[U:1:155227384]', '[U:1:60959017]', '[U:1:94683089]', '[U:1:170311598]', '[U:1:476310171]']","['[U:1:156440371]', '[U:1:978148563]', '[U:1:171265918]', '[U:1:908952969]', '[U:1:402718118]', '[U:1:184444257]']","[2, 3]"
"['[U:1:104803329]', '[U:1:84980776]', '[U:1:135318464]', '[U:1:489591700]', '[U:1:94683089]', '[U:1:476310171]']","['[U:1:1112981307]', '[U:1:377439446]', '[U:1:60959017]', '[U:1:249346279]', '[U:1:908952969]', '[U:1:156276611]']","[4, 3]"
"['[U:1:187649286]', '[U:1:317981219]', '[U:1:1112981307]', '[U:1:122217817]', '[U:1:217627615]', '[U:1:861750819]', '[U:1:1114199112]']","['[U:1:288196026]', '[U:1:275885026]', '[U:1:128635382]', '[U:1:161368092]', '[U:1:171265918]', '[U:1:489591700]']","[2, 2]"
"['[U:1:275885026]', '[U:1:438002921]', '[U:1:161368092]', '[U:1:1114199112]', '[U:1:122217817]', '[U:1:489591700]', '[U:1:217627615]']","['[U:1:288196026]', '[U:1:187649286]', '[U:1:317981219]', '[U:1:171265918]', '[U:1:861750819]', '[U:1:103352915]']","[5, 0]"
"['[U:1:1229126044]', '[U:1:317981219]', '[U:1:275885026]', '[U:1:98534751]', '[U:1:122217817]', '[U:1:489591700]']","['[U:1:288196026]', '[U:1:161368092]', '[U:1:171265918]', '[U:1:919085644]', '[U:1:156440371]', '[U:1:861750819]', '[U:1:219622414]']","[3, 3]"
"['[U:1:162338051]', '[U:1:162545960]', '[U:1:1114199112]', '[U:1:919085644]', '[U:1:122217817]', '[U:1:409701962]']","['[U:1:1229126044]', '[U:1:208665602]', '[U:1:164800184]', '[U:1:489591700]', '[U:1:156440371]', '[U:1:861750819]', '[U:1:302544351]']","[5, 0]"
"['[U:1:162545960]', '[U:1:122217817]', '[U:1:489591700]', '[U:1:156440371]', '[U:1:861750819]', '[U:1:275885026]']","['[U:1:409701962]', '[U:1:1229126044]', '[U:1:1191242857]', '[U:1:98534751]', '[U:1:317981219]', '[U:1:164800184]']","[1, 2]"
"['[U:1:914486159]', '[U:1:489591700]', '[U:1:404440631]', '[U:1:275885026]', '[U:1:88222575]', '[U:1:966369414]']","['[U:1:1114199112]', '[U:1:317981219]', '[U:1:873952590]', '[U:1:1162876591]', '[U:1:1069849161]', '[U:1:208665602]']","[4, 1]"
"['[U:1:404440631]', '[U:1:317981219]', '[U:1:377439446]', '[U:1:1125086860]', '[U:1:95372503]', '[U:1:434191292]']","['[U:1:208665602]', '[U:1:489591700]', '[U:1:275885026]', '[U:1:88222575]', '[U:1:486017495]', '[U:1:1278657853]']","[2, 1]"
"['[U:1:60959017]', '[U:1:489591700]', '[U:1:404440631]', '[U:1:1041041942]', '[U:1:1068421224]', '[U:1:1125086860]']","['[U:1:208665602]', '[U:1:81943557]', '[U:1:1052789333]', '[U:1:1050919710]', '[U:1:1278657853]', '[U:1:434191292]']","[5, 0]"
"['[U:1:275885026]', '[U:1:155227384]', '[U:1:88222575]', '[U:1:317981219]', '[U:1:1125086860]', '[U:1:130663236]']","['[U:1:156440371]', '[U:1:273322196]', '[U:1:404440631]', '[U:1:422700364]', '[U:1:229064914]', '[U:1:169416855]']","[5, 1]"
"['[U:1:121585718]', '[U:1:130663236]', '[U:1:275885026]', '[U:1:863015066]', '[U:1:342061447]', '[U:1:216880110]', '[U:1:229064914]', '[U:1:156276611]']","['[U:1:156440371]', '[U:1:317981219]', '[U:1:125098066]', '[U:1:73086130]', '[U:1:1125086860]', '[U:1:122217817]', '[U:1:162545960]', '[U:1:368644786]', '[U:1:177188903]', '[U:1:1241493147]']","[2, 5]"
